query_id,query_number,agent_category,answer_key_status,included_in_final_accuracy,evaluation_split,adjudication_scope,verdict,final_score_for_accuracy,answer_correctness,answer_relevancy,numeric_f1,required_claim_recall,lexical_reference_similarity,unit_consistency,contexts_available,num_contexts,faithfulness,context_precision,context_recall,context_sufficiency,context_utilization,rag_composite,notes
R3,11,Research Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,FAIL,0.14206592409639887,0.08072123943995656,0.48968580381623866,,0.17739342590653073,0.12422360248447203,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.
R4,12,Research Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,FAIL,0.20210690736540604,0.13040789465839941,0.6084013127051102,,0.30116541330971264,0.16666666666666669,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.
P1,13,Prediction Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,PASS,0.95,0.5898225371120107,0.4663101604278075,0.5454545454545454,0.9407017543859648,0.48717948717948717,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; P1 calibrated: separates score effect from rank prediction and avoids old coefficient.
P2,14,Prediction Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,PASS,1.0,0.31926063264221155,0.6061904761904762,0.3636363636363636,0.43681818181818177,0.3684210526315789,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; P2 calibrated: correct two-period 2025-to-2027 projection present.
P3,15,Prediction Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,PASS,0.97,0.5622369281045752,0.6236431623931625,0.6153846153846153,0.795,0.411764705882353,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; P3 calibrated: correct regional delta and coefficient impact present.
P4,16,Prediction Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,FAIL,0.3401590557893565,0.2772620640229335,0.6965753424657535,0.0,0.6534018155757285,0.32380952380952377,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.
S1,17,Synthesis Agent,CLEAN_WITH_RUBRIC,True,final_accuracy,FINAL,PASS,0.8558131534072799,0.6649362695425594,0.5855740422005483,0.5454545454545454,0.9458928571428571,0.40764331210191085,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
S2,18,Synthesis Agent,CLEAN,True,final_accuracy,FINAL,PASS,0.8606081598285364,0.8995,0.5324326393141458,1.0,0.97,0.4,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
S3,19,Synthesis Agent,CLEAN_WITH_RUBRIC,True,final_accuracy,FINAL,FAIL,0.09158222142676964,0.027365347079820766,0.2651021012133768,,0.0337422614979006,0.10370370370370371,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
S4,20,Synthesis Agent,CLEAN,True,final_accuracy,FINAL,PASS,0.82,0.8172686856920985,0.5488010335917313,0.9743589743589743,0.736750700280112,0.39603960396039606,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
E1,21,Ethics Agent,CLEAN_WITH_RUBRIC,True,final_accuracy,FINAL,PARTIAL,0.5,0.32494622380387495,0.6262917933130699,,0.8155555555555554,0.26334519572953735,1.0,False,0,,,,,,,"Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; E1 calibrated: relevant principal-agent bias discussion present, but key numeric evidence is missing."
E2,22,Ethics Agent,CLEAN,True,final_accuracy,FINAL,PARTIAL,0.625745031230585,0.28230741410488247,0.5388984922692788,0.0,0.6546938775510204,0.3544303797468355,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
E3,23,Ethics Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,PARTIAL,0.7389019409709066,0.7679073100812231,0.4057176539935161,,0.84996336996337,0.5217391304347826,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
E4,24,Ethics Agent,CLEAN_WITH_RUBRIC,True,final_accuracy,FINAL,PASS,0.82,0.7101309976087959,0.5685738895041221,0.9743589743589743,0.4727737240972535,0.29773462783171517,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
T1,25,Text Mining Agent,CLEAN_WITH_RUBRIC,True,final_accuracy,FINAL,FAIL,0.20415982302011712,0.053605466428995836,0.5178781512605042,,0.0995870469399881,0.12500000000000003,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
T2,26,Text Mining Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,PASS,0.82,0.7310167095276141,0.4721813725490196,1.0,0.4757159442724458,0.4301075268817204,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
T3,27,Text Mining Agent,CLEAN_WITH_RUBRIC,True,final_accuracy,FINAL,FAIL,0.4463250031563664,0.4052827380952381,0.26833572691117985,,0.5056547619047619,0.10416666666666664,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
T4,28,Text Mining Agent,CLEAN_WITH_METHOD_NOTE,True,final_accuracy,FINAL,PASS,0.7826976725649609,0.7125150060024009,0.6072612784951379,,0.8411764705882352,0.32653061224489793,1.0,False,0,,,,,,,Formatted from user-provided final reference file. All 28 rows are marked as final/adjudicable.; Qualitative row calibrated using claim coverage and relevancy.
